name,level,school,casting_time,range,components,duration,description
Etherealness,7th,Conjuration,1 Action,Self,"V, S",8 Hours,"7th 1 Action Self V, S 8 Hours Conjuration None Buff (...) You step into the border regions of the Ethereal Plane, where it overlaps with your current plane. You remain in the Border Ethereal for the duration. During this time, you can move in any direction. If you move up or down, every foot of movement costs an extra foot. You can perceive the plane you left, which looks gray, and you can’t see anything there more than 60 feet away. While on the Ethereal Plane, you can affect and be affected only by creatures, objects, and effects on that plane. Creatures that aren’t on the Ethereal Plane can’t perceive or interact with you unless a feature gives them the ability to do so. When the spell ends, you return to the plane you left in the spot that corresponds to your space in the Border Ethereal. If you appear in an occupied space, you are shunted to the nearest unoccupied space and take Force damage equal to twice the number of feet you are moved. This spell ends instantly if you cast it while you are on the Ethereal Plane or a plane that doesn’t border it, such as one of the Outer Planes. Using a Higher-Level Spell Slot. You can target up to three willing creatures (including yourself) for each spell slot level above 7. The creatures must be within 10 feet of you when you cast the spell."
Evard's Black Tentacles,4th,Concentration,"Conjuration • V, S, M",1 Minute,,1 Action,"(20 ft. ) STR Save Bludgeoning 4th 1 Action 90 ft. (20 ft. ) V, S, M * Concentration 1 Minute Conjuration STR Save Bludgeoning Squirming, ebony tentacles fill a 20-foot square on ground that you can see within range. For the duration, these tentacles turn the ground in that area into Difficult Terrain. Each creature in that area makes a Strength saving throw. On a failed save, it takes 3d6 Bludgeoning damage, and it has the Restrained condition until the spell ends. A creature also makes that save if it enters the area or ends it turn there. A creature makes that save only once per turn. A Restrained creature can take an action to make a Strength (Athletics) check against your spell save DC, ending the condition on itself on a success. * - (a tentacle)"
Expeditious Retreat,1st,Concentration,"Transmutation • V, S",10 Minutes,,1 Bonus Action,"Movement 1st 1 Bonus Action Self V, S Concentration 10 Minutes Transmutation None Movement You take the Dash action, and until the spell ends, you can take that action again as a Bonus Action."
Eyebite,6th,Concentration,"Necromancy • V, S",1 Minute,,1 Action,"WIS Save Unconscious (...) 6th 1 Action Self V, S Concentration 1 Minute Necromancy WIS Save Unconscious (...) For the duration, your eyes become an inky void. One creature of your choice within 60 feet of you that you can see must succeed on a Wisdom saving throw or be affected by one of the following effects of your choice for the duration. On each of your turns until the spell ends, you can take a Magic action to target another creature but can’t target a creature again if it has succeeded on a save against this casting of the spell. Asleep. The target has the Unconscious condition. It wakes up if it takes any damage or if another creature takes an action to shake it awake. Panicked. The target has the Frightened condition. On each of its turns, the Frightened target must take the Dash action and move away from you by the safest and shortest route available. If the target moves to a space at least 60 feet away from you where it can’t see you, this effect ends. Sickened. The target has the Poisoned condition."
Fabricate,4th,Transmutation,10 Minutes,120 ft.,"V, S",Instantaneous,"Creation 4th 10 Minutes 120 ft. () V, S Instantaneous Transmutation None Creation You convert raw materials into products of the same material. For example, you can fabricate a wooden bridge from a clump of trees, a rope from a patch of hemp, or clothes from flax or wool. Choose raw materials that you can see within range. You can fabricate a Large or smaller object (contained within a 10-foot Cube or eight connected 5-foot Cubes) given a sufficient quantity of material. If you’re working with metal, stone, or another mineral substance, however, the fabricated object can be no larger than Medium (contained within a 5-foot Cube). The quality of any fabricated objects is based on the quality of the raw materials. Creatures and magic items can’t be created by this spell. You also can’t use it to create items that require a high degree of skill—such as weapons and armor—unless you have proficiency with the type of Artisan’s Tools used to craft such objects."
Faerie Fire,1st,Concentration,Evocation • V,1 Minute,,1 Action,"(20 ft. ) DEX Save Debuff 1st 1 Action 60 ft. (20 ft. ) V Concentration 1 Minute Evocation DEX Save Debuff Objects in a 20-foot Cube within range are outlined in blue, green, or violet light (your choice). Each creature in the Cube is also outlined if it fails a Dexterity saving throw. For the duration, objects and affected creatures shed Dim Light in a 10-foot radius and can’t benefit from the Invisible condition. Attack rolls against an affected creature or object have Advantage if the attacker can see it."
False Life,1st,Necromancy,1 Action,Self,"V, S, M",Instantaneous,"1st 1 Action Self V, S, M * Instantaneous Necromancy None Buff You gain 2d4 + 4 Temporary Hit Points. Using a Higher-Level Spell Slot. You gain 5 additional Temporary Hit Points for each spell slot level above 1. * - (a drop of alcohol)"
Fear,3rd,Concentration,"Illusion • V, S, M",1 Minute,,1 Action,"(30 ft. ) WIS Save Frightened 3rd 1 Action Self (30 ft. ) V, S, M * Concentration 1 Minute Illusion WIS Save Frightened Each creature in a 30-foot Cone must succeed on a Wisdom saving throw or drop whatever it is holding and have the Frightened condition for the duration. A Frightened creature takes the Dash action and moves away from you by the safest route on each of its turns unless there is nowhere to move. If the creature ends its turn in a space where it doesn’t have line of sight to you, the creature makes a Wisdom saving throw. On a successful save, the spell ends on that creature. * - (a white feather)"
Feather Fall,1st,Transmutation,1 Reaction *,60 ft.,"V, M",1 Minute,"1st 1 Reaction * 60 ft. V, M ** 1 Minute Transmutation None Exploration (...) Choose up to five falling creatures within range. A falling creature’s rate of descent slows to 60 feet per round until the spell ends. If a creature lands before the spell ends, the creature takes no damage from the fall, and the spell ends for that creature. * - which you take when you or a creature you can see within 60 feet of you falls ** - (a small feather or piece of down)"
Feign Death,3rd,Ritual,"Necromancy • V, S, M",1 Hour,,1 Action,"Blinded (...) 3rd 1 Action Ritual Touch V, S, M * 1 Hour Necromancy None Blinded (...) You touch a willing creature and put it into a cataleptic state that is indistinguishable from death. For the duration, the target appears dead to outward inspection and to spells used to determine the target’s status. The target has the Blinded and Incapacitated conditions, and its Speed is 0. The target also has Resistance to all damage except Psychic damage, and it has Immunity to the Poisoned condition. * - (a pinch of graveyard dirt)"
Find Familiar,1st,Ritual,"Conjuration • V, S, M",Instantaneous,,1 Hour,"Summoning 1st 1 Hour Ritual 10 ft. V, S, M * Instantaneous Conjuration None Summoning You gain the service of a familiar, a spirit that takes an animal form you choose: Bat, Cat, Frog, Hawk, Lizard, Octopus, Owl, Rat, Raven, Spider, Weasel, or another Beast that has a Challenge Rating of 0. Appearing in an unoccupied space within range, the familiar has the statistics of the chosen form, though it is a Celestial, Fey, or Fiend (your choice) instead of a Beast. Your familiar acts independently of you, but it obeys your commands. Telepathic Connection. While your familiar is within 100 feet of you, you can communicate with it telepathically. Additionally, as a Bonus Action, you can see through the familiar’s eyes and hear what it hears until the start of your next turn, gaining the benefits of any special senses it has. Finally, when you cast a spell with a range of touch, your familiar can deliver the touch. Your familiar must be within 100 feet of you, and it must take a Reaction to deliver the touch when you cast the spell. Combat. The familiar is an ally to you and your allies. It rolls its own Initiative and acts on its own turn. A familiar can’t attack, but it can take other actions as normal. Disappearance of the Familiar. When the familiar drops to 0 Hit Points, it disappears. It reappears after you cast this spell again. As a Magic action, you can temporarily dismiss the familiar to a pocket dimension. Alternatively, you can dismiss it forever. As a Magic action while it is temporarily dismissed, you can cause it to reappear in an unoccupied space within 30 feet of you. Whenever the familiar drops to 0 Hit Points or disappears into the pocket dimension, it leaves behind in its space anything it was wearing or carrying. One Familiar Only. You can’t have more than one familiar at a time. If you cast this spell while you have a familiar, you instead cause it to adopt a new eligible form. * - (burning incense worth 10+ GP, which the spell consumes)"
