name,level,school,casting_time,range,components,duration,description
Eyebite,6th,Necromancy,Action,Self,"V, S","Concentration , up to 1 minute","For the dur ation, your e yes become an inky v oid. One creature of your choice within 60 feet of you that you can see must succeed on a Wisdom sa ving throw or be affected by one of the following effects of your choice for the dur ation. On each of your turns until the spell ends, you can take a Magic action to target another creature but can ’t target a creature again if it has succeeded on a sa ve against this casting of the spell. Asleep. The tar get has the Unconscious condition. It wak es up if it takes any damage or if another creature takes an action to shak e it awak e. Panick ed. The tar get has the Frightened condition. On each of its turns, the Frightened target must take the Dash action and mo ve awa y from you by the saf est and shor test r oute a vailable. If the target mo ves to a space at least 60 feet awa y from you wher e it can ’t see you, this effect ends. Sick ened. The tar get has the Poisoned condition. Spells (F)"
Fabricate,4th,Transmutation,10 minutes,120 feet,"V, S",Instantaneous,"You conv ert raw materials into products of the same material. for example, you can fabricate a wooden bridge from a clump of tr ees, a r ope from a patch of hemp, or clothes from flax or wool. Choose r aw materials that you can see within range. you can fabricate a Lar ge or smaller object (contained within a 10- foot Cube or eight connected 5-foot Cubes) giv en a suﬃcient quantity of material. If you’re working with metal, st one, or another miner al substance, howe ver, the fabricated object can be no lar ger than Medium (contained within a 5-foot Cube). The quality of any fabricated objects is based on the quality of the r aw materials. Creatures and magic items can ’t be created by this spell. you also can ’t use it to create items that r equir e a high degr ee of skill—such as weapons and armor—unless you have proficiency with the type of Ar tisan ’s Tools used to craft such objects."
Faerie Fire,1st,Evocation,Action,60 feet,V,"Concentration , up to 1 minute","Objects in a 20-foot Cube within range are outlined in blue, gr een, or violet light (your choice). Each creature in the Cube is also outlined if it fails a Dexterity saving throw. For the dur ation, objects and affected creatures shed Dim Light in a 10-foot r adius and can ’t benefit from the Invisible condition. Attack rolls against an affected creature or object have Advantage if the attack er can see it."
False Life,1st,Necromancy,Action,Self,"V, S, M (a dr op of alcohol)",Instantaneous,You gain 2d4 + 4 Temporary Hit Points . Using a Higher-Le vel Spell Slot. You gain 5 additional Temporary Hit Points for each spell slot le vel abo ve 1.
Fear,3rd,Illusion,Action,Self,"V, S, M (a white f eather)","Concentration , up to 1 minute","Each creature in a 30-foot Cone must succeed on a Wisdom sa ving throw or dr op whate ver it is holding and have the Frightened condition for the dur ation. A Frightened creature takes the Dash action and mo ves awa y from you by the saf est r oute on each of its turns unless there is nowher e to mo ve. If the creature ends its turn in a space wher e it doesn ’t have line of sight to you, the creature mak es a Wisdom sa ving throw. On a successful sa ve, the spell ends on that creature."
Feather Fall,1st,Transmutation,"Reaction, which you take when you or a creature you can see within 60 feet of you falls",60 feet,"V, M (a small f eather or piece of down)",1 minute,"Choose up to five falling creatures within range. A falling creature’s rate of descent slows to 60 feet per r ound until the spell ends. If a creature lands before the spell ends, the creature takes no damage from the fall, and the spell ends for that creature."
Feign Death,3rd,Necromancy,Action or Ritual,Touch,"V, S, M (a pinch of gr aveyard dir t)",1 hour,"You touch a willing creature and put it into a cataleptic state that is indistinguishable from death. For the dur ation, the target appears dead to outwar d inspection and to spells used to determine the target’s status. The target has the Blinded and Incapacitated conditions, and its Speed is 0. The tar get also has Resistance to all damage ex cept Psy chic damage, and it has Immunity to the Poisoned condition."
Find Familiar,1st,Conjuration,1 hour or Ritual,10 feet,"V, S, M (burning incense wor th 10+ GP , which the spell consumes)",Instantaneous,"You gain the ser vice of a familiar , a spirit that takes an animal form you choose: Bat, Cat, Frog, Hawk , Lizar d, Octopus , Owl, Rat, Raven, Spider , Weasel , or another Beast that has a Challenge Rating of 0. Appearing in an unoccupied space within range, the familiar has the statistics of the chosen form (see appendix B ), though it is a Celestial, F ey, or Fiend (your choice) instead of a Beast. your familiar acts independently of you, but it obe ys your commands. Telepathic Connection. While your familiar is within 100 feet of you, you can communicate with it telepathically . Additionally , as a Bonus Action, you can see through the familiar ’s eyes and hear what it hears until the star t of your next turn, gaining the benefits of any special senses it has. Finally , when you cast a spell with a range of t ouch, your familiar can deliv er the t ouch. your familiar must be within 100 feet of you, and it must take a Reaction to deliv er the t ouch when you cast the spell. Combat. The familiar is an ally to you and your allies. It rolls its own Initiative and acts on its own turn. A familiar can ’t attack, but it can take other actions as normal. Disappear ance of the F amiliar . When the familiar dr ops to 0 Hit Points, it disappears. It r eappears after you cast this spell again. As a Magic action, you can tempor arily dismiss the familiar to a pock et dimension. Alternativ ely, you can dismiss it for ever. As a Magic action while it is tempor arily dismissed, you can cause it to reappear in an unoccupied space within 30 feet of you. Whene ver the familiar dr ops to 0 Hit Points or disappears into the pock et dimension, it leaves behind in its space anything it was wearing or carr ying. One F amiliar Only . You can ’t have more than one familiar at a time. If you cast this spell while you have a familiar , you instead cause it to adopt a new eligible form."
Find Steed,2nd,Conjuration,Action,30 feet,,,"Component: V, S You summon an other worldly being that appears as a lo yal steed in an unoccupied space of your choice within range. This creature uses the Other worldly Steed stat block. If you alr eady have a steed from this spell, the steed is r eplaced by the new one. The steed r esembles a Lar ge, rideable animal of your choice, such as a horse, a camel, a dir e wolf, or an elk. Whene ver you cast the spell, choose the steed’ s creature type—Celestial, F ey, or Fiend—which determines cer tain tr aits in the stat block. Combat. The steed is an ally to you and your allies. In combat, it shar es your Initiative count, and it functions as a contr olled mount while you ride it (as defined in the rules on mounted combat). If you have the Incapacitated condition, the steed takes its turn immediately after y ours and acts independently , focusing on pr otecting you. Disappear ance of the Steed. The steed disappears if it dr ops to 0 Hit Points or if you die. When it disappears, it lea ves behind anything it was wearing or carr ying. If you cast this spell again, you decide whether you summon the steed that disappear ed or a diff erent one. Using a Higher-Le vel Spell Slot. Use the spell slot’ s level for the spell’ s level in the stat block."
Find the Path,6th,Divination,1 minute,Self,"V, S, M (a set of divination t ools—such as car ds or runes—wor th 100+ GP)","Concentration , up to 1 da y","You magically sense the most dir ect physical r oute to a location you name. you must be familiar with the location, and the spell fails if you name a destination on another plane of existence, a mo ving destination (such as a mobile for tress), or an unspecific destination (such as “ a green dr agon ’s lair ”). For the dur ation, as long as you are on the same plane of existence as the destination, you know how far it is and in what dir ection it lies. Whene ver you face a choice of paths along the wa y there, you know which path is the most dir ect."
Find Traps,2nd,Divination,Action,120 feet,"V, S",Instantaneous,"You sense any tr ap within range that is within line of sight. A tr ap, for the purpose of this spell, includes any object or mechanism that was created to cause damage or other danger . Thus, the spell would sense the Alarm or Glyph of Warding spell or a mechanical pit tr ap, but it wouldn ’t reveal a natur al weakness in the floor , an unstable ceiling, or a hidden sinkhole. This spell r eveals that a tr ap is pr esent but not its location. you do learn the gener al natur e of the danger posed by a tr ap you sense."
